user98,m1360526221|m1081625952|m1231122030|m1039015538|m1322431893|s1947196397967195075|m995238328
user99,m1043239754|u57740858746|m1318134941|m1207166419|m1113467847|m1280974343|m1007875882|m1264758453|m1010034002|m981300606|m981280476|m1001249771|m1011706303|m1138580000|m1017156688|m1307290396|m1148832347|m1097752254|m977861871|m1238922459|m1034083772|m998809506|m1120096681|m1005435024|m968175852|m1004106362|m998663430|m1302418021|m1029095653|m1279996181|m1262702503|m1135582310|u57406667571|m1122600793|m1365519490|m1043392628|m1081428732|m1283527062|m987881649|m1025189435|m1105892990|m994344732|m1014107450|m1000226828|m1356055436|m1005059134|m1004494624|m1110896524|m1019645260|m981258396|m1355513033|m1028032451|m1005864835|m1002249083|m983965179|m1222885842|m1313326594|m1115427451|m1017579730|m1026574672|m1001442387|m1111867801|u56860986614|m1014837778|m1104373169|m1120469363|m1231122030|m998922891|m1233419417|m1008500521|m997790058|m975558567|m1020306901|u61123689849|m993993598
user100,m984545685|m1093289710|s14034722543172334331|m994380090|m1321376200|s7338937586932720265|s3485073027478159117|s13086418879013408918|m964804248|m964798503|m1322434656|m1370493044|s7820965369927453930|vd751d05e303044319d27dd1e0eb37a41|m998476250|m1317673681|m1351597556|s2892613032432432506|m1343057863|m1276262360|m1322433210|m964902957|m1029783344|m1378473143|s2776689354825955632|s11360190602723728594|m1322431587|s1829712559472379248
user101,m993189565|s1947196397967195075|s383048412242908748|m1110896524|m1023606622|v0e05ac4db6b538f5aaaa9181f5dfa82f|m1052156413
user102,m1270002681|u57782529583|m1322431569|u72290715785|s7825416602499940965|m1055706684|m998004468|m1272472930|m1322431566|m1137371710|m1351996751|m1225111314|m1257040386|m1126725839|m1343057863|s3210315948458014909|m1168883514|s9129092647392431549|m1321920877|m1028177873|u57763238556|m1017327358|m1370494625|s9473862249193933889|m1103892626
user103,m1351597556|m1119434275|s17673713321543193977|m968849604|s4978433210715274147|s10572150083735526778
user104,m1136066881|m1009480760|m1360526602|m1370492555|m1322432667|m1026579049|m1019921515|s2634266085729641286|m1141447546|m1318918067|m1000817274|s11502277201468418029|m1036645627|m1062230498|m999744048|m997712964|m1052254402|m1013023531
user105,m1277116418|m999722304|m1019177746
user106,m1322431689|s11302681162812298723|m1119856739|m1375648142|m1343107735|m990410542|m1327881243|u57734774758|m1041692345|s8149948195613551107|m982501848
user107,m1120678577|u57388718416|s7500852361789175251|s11915416929586553750|s12046485151347252682|u58356824385|m964797576|u57716519702
user108,m1009061423|s11302681162812298723|m1005448766|m1053582096|m1322433222|m1024694143|m1327803153|v25390589f248c39836ced888f3bc7124|m1025167424|m1016326571|m1031056084|m1015988407|u56474823907|m1041044645|m1353241937|m997380165|m1025606360|m981860853
user109,m1093750375|u57782529583|s7913767416107609656|v1800b940f7084331b5dac078080663a7
user110,u57715669850|m1043825372|s13648433700825482709|m1051610271|u59780121291|m1281941647|m1088339200|m1322433441|m967835409|m966046152|m1119856739|u65401595324|m1091294914|s11409760776512355215|m1098050321|m1007720512|u57739841667|u57760153773|s11149538560388099902
user111,u58356824385|m1053702444|m988891860|vcc3aa62c6c1d4260ad5e29ba8bd5d5f6
user112,u72660370122|s7659023512124608616|m1327017078|s14034722543172334331|s794585456984438506|m1092128721|m1026810877|s7284032851273253019
user113,u57381593414|m1006143035|s7035655083412318765|m1007185940|m992112354|m1037242594|m1025708042|u70946511700|m994503963|u57737535425|s10552702965466829658|m1020048616|m1010293394|m1018572263|u61447956310|u56486568164|u85039841578|u57715669892|m964804248|m1328615355
user114,m1001147501|m1378473143|u57735925721|m1030190257|u57759208080|m1329025041|m1026060110|m1016326571|u57385117718|m1292848162|s10454583291064892641|u57741680418|m1014769081|u57717172394|m1376748167|m1005565846
user115,vaebcc44edf4f4a73943fd9207855ecd6|s10993324362092403168|u85039955268|m1306305360|m1304921531|s5602718038398649082
user116,m1035983497|s18138465500510043885|m1231656243|m1375922663|m1322432850
user117,m1304921531|m994482868
user118,s13310849550562466247|m1017783245|m1346865679|m1009404635|m1329722604|m1001009752|v0d912682afe746d099f249a7ae82b692|s8564868777917647819
user119,m1101541727|u85023035026|m1368855664|m1052806803|ve51d7dc320d9f7e849d05ab755063415|m1307570964|m1371127514|m1327443327|m973308537
user120,u57802617828|m998144258|m1086783412|m1013005858|v6994bfa984394451955cb7d518def182|m1100452127|m1009324430|m1027213907|u57388666181|s2610931463547309141|u57742945300|m994244589|m1037242594|m1038009527|m1308916228|m1012296850|m984501312|u56837523058|m1041043934|v63b07fb5e6bc42a79267210250bb21d5|m1052761158|m1231122030|u57737842906|m1023707120|m1206846613|u74358706237|m1052317201
user121,s11302681162812298723|m991053430|m1281941647|u57386394730|m1322433072|m1117405477|m1090753072|m1053352341|m1322431686|m1301384541|m1329392490
user122,m1132202072|m1032230840|m1120775585
user123,m1368855664|s12319561717196271067|u56489103252|m1322432820|m1017551038|m1240645144|m1375922663|s8361821352249583421|m1303548933|m1016237348|u62760107646|m1139926327|s14802500565936156536|u57736570427|s11167658997549222225|m1322431584|s8596827357648094050|m990459927|m1019301623|m1360526302|v5838fbf667e74682bc1b476ea098409b|s14096909478325398831|u57719242924|m1344991207|m1051992469|s9078241021900168170|m995223533
user124,u57737476403|s722474236254157669|s1969312417654615797|u85040241424|u57760605834|u62727120893|m1322431596|s9131184186005310886|u85039459297
user125,m997400829|m1004725438|m1028791481|m1305289969|m1016525014|m1346751859|m1021885265|m1129460063|m1344991207|m1055706684|m1303662297|m990590106|m1142001143|m1095051174|m1041881756|m1135237430|m1204914773|m984475791|m1214055986|m964466133
user126,u57715668749|u85042193296|m1122013156|m997165010|m1297240522|s10977594079269672094|m1322431554|m1322431587
user127,m1026688247|m1368905050|u57801045108|m1281941647|m1092511753|s13892632540066283258|m1328423538|u57783312421|m1322431548|m1013053930|m1020048616|m980765973|u56767948634|m1360526533|m1012282237|s13328860339007112925|m1322432658|m1353484817|m1146194582|m998634697|s7005759588780710711|m1052156413|m982501848|u57720636124|m1322432307|m1351597556|m1143367622|m1053150039|v7d5fcb8fde8dda06354ca3b312a1f3aa|s5834371619114671706|u61124578310|u57749825667|m996711724|s6657483806105579877|m1021574770|m1327881243|m1031352095|u62473922127
user128,m1029979976|m1287502278|m1322432994|m1016326571|v3b163d04e5f4abe950c8158971f064d1|m997838422
user129,u56805540124|s3668887641333669221|m1023696175|m1322431548|v17be0f76272feec3c7d92512125cf4c6|m1011706303|m1133144120|s7542723622739343020|s16369719339791687965|v6994bfa984394451955cb7d518def182|s13614175368307485843|s10429797630254852478|m1322431860|s11409760776512355215|s3786460915164693988|m1032856732|u57719243365|s2762991328303695504|s8162622463411040067|m1012941443|m1103189286|s6833510842944405598|m1002249083|u56468882837|m1156729687|u57738997104|u57778949333|m973367730|s7386918000423914410|m1026716815
user130,m1346865679|m1360525918|m1008303490|s11677111339487381311|m1023606622|m997380165
user131,m1097313584|m1351597556|v723b8d010039ebddef4b1a59cc7215e7|m1041561797|u84996439244
user132,m1327802859|u57779427893|m1001219330|m1281989191|s1446348609116303255|m1102640222|m1001172692|m1026942703|m965746266|s11302681162812298723|m1106938009|m1038090992|m1004106362|m1001354936|m1370494613|u56468096143|m967743321|m1308270013|m1360526749|m991053430|u57722156512|m1360526575|u56864761956|m1241391273|m975558672|m1360526302|s11378805248793384203|m1006990666|u56489132772|m1051992469|m1337275462|m1370492972|s8391810430243099859|vaf46276fb1764d2aaae86de6847eb2ec|m1343163929
user133,m1008410185|m990487059|m1233393653|s4539789000496792255|s3886302820995463957|s1080590316673673613|m1301765682|s5001941320191227814|m1356820310|m1121415325
user134,u57739509660|m1029111877|m1004725438|m1258952238|m1361736898|m1032230936|s10465845449518260141|s13585383085609395131|m1030579697|s12128014380796085260|s6907243864958674208
user135,m1345544959|u56484459698|s7724096995813839435|m1140242902|m996630803|u56862044893|s13093383518801598512|u56467888369|u70943081969|u56506629390|m1029095653|u85028030986|m1322431548|m1079220324|m1008401098|u85041370537|u70943081957
user136,m1039011785|m1005994510|m1012282237|m1004725438|m1377364526|u57717917318|m1322480775|s6793717919666724259|m982501848
user137,s10977594079269672094|m1322431821|s15110439303286445989|m1018125826
user138,m1322431608|m1303662297|v17be0f76272feec3c7d92512125cf4c6|m1105737158|m964466133|u85025363647|m1017551038|m1096898970|m1112410753|m1029095653|m1196335854|m1052156413|m1323079872|m1054931184|m1360526779|m1026810877|m1365323785|m1019741800|m1322432094|m1324939189|m1005448766|m1009424927
user139,m1136066881|m987285300|s988225760941124471|m1093289710|m992923744|s144115188346415349|m1344991207|m1045615700|m1322433795|m1095977566|m978528240|u65298546519|m1026810877|m1014818607|m1052156413
user140,u61124578310|m1322431725|m966404478|u57759133245|m1003996557|m1025520704|u57761075004|v74d1ccf8d9f148a68b75507e6a2b13fe|s11229460299752210052|s11705423678040796320|u64395906694
user141,u57729293216|m1134154615|m1141534495|u57779541854|vf752d54df5a1492ab9974dc620eb0867
user142,u57739026991|m1055547303|s18440126018527660841|s12185225225783804228|m991053430|u57735391355|m1370494604|m995293227|m1233419417|v3d8898aa3cb341cd8e7456cb2d875cd8|m1307004894|s18110358528721524031|s10577764102075044142|s131327556048774887|m1022000981|u56708913126
user143,m1032439988|m987250143|m989562115|m1120469363|u56832436387|u62724425079|m1036645627|m1041952751|m1304921531|s11112066001325802234
user144,m1034257022|m1368855664|m1023100694|m1133144120|m1018267286|s3514944914856867205|m1376218076|m1308717867|m1033166858|m1365519490|m1021036102|m1017106267|m1342110055|m991217031|m1343057863|m1027372163|m982509012|m1365216262|m1018864781|m1120425613|m997574673|m1283230679|m1092128721|m1323053688
user145,u56688238885|m1322433771|m1322433303
user146,m1370494064|v5132d0d2a1d941fba5d0e11e4c6942ec|m1100452127|s7825416602499940965|u57382068691|s9315641707694433340|s12637716673294870262|m1119856739|s1823625309123890193|m1008401098|m1233419417|s7787997218316747440|v5edf47c7cba3474190afd8755a70e032|m1304921531|s8870552925870506522|m1017238589
user147,s5996760626791583385|v679cb853037f453cb83a4599e3072dd2|m1329836160
user148,m1136066881|m1297271215|m993189565|m1115996935|m1304921531|m1322204116|s10749010675671927977|s4194437406163830520
user149,m1378473143|m1025707874|m1012282237|m1231122030|m978870771|m1322433372|m1167275033
user150,s4047054545508229791
user151,s6593981504210945566|s10701163920498287818|u85041026976
user152,m1004725438|v1c41a178b6764eca9bd081fb92eba512|s7290954379436146715|m1322434122|s3118951943782021548|m1016250500|m1135582310
user153,m978045018|m972049566|m1163948796|m993189565|m1004226551|s13252270637378820396|u84976472754|m1346979305|m1322432520|m1007186381|s6143999550381754418|m1002120639|u57782699329|m1322433153|m1241391273|m1322432142
user154,m978045018|s15027646750605396670|s15819397755492491251|s5149809032803654572|m1353487331|s17099351804027618732|s6657483806105579877|m1023606622|m1327881243|m1328615355
